category,image_path,ground_truth,predicted,score,defect_type
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\013.png,good,FAIL,2.2352,Thread
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\014.png,good,FAIL,3.0692,Glue
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\015.png,good,FAIL,2.7974,Glue
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\016.png,good,FAIL,2.1745,Thread
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\017.png,good,FAIL,2.2009,Glue
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\018.png,good,FAIL,1.724,Glue
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\019.png,good,FAIL,1.7843,Glue
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\good\020.png,good,FAIL,2.2303,Glue
grid,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\grid\test\metal_contamination\007.png,metal_contamination,PASS,1.5641,None
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\000.png,good,FAIL,9.634,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\001.png,good,FAIL,11.7201,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\002.png,good,FAIL,12.1673,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\003.png,good,FAIL,10.5594,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\004.png,good,FAIL,7.9494,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\005.png,good,FAIL,11.3205,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\006.png,good,FAIL,8.4558,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\007.png,good,FAIL,7.3359,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\008.png,good,FAIL,8.0892,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\009.png,good,FAIL,7.9617,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\010.png,good,FAIL,10.2252,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\011.png,good,FAIL,8.3842,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\012.png,good,FAIL,7.7592,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\013.png,good,FAIL,12.2668,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\014.png,good,FAIL,8.1115,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\015.png,good,FAIL,8.7714,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\016.png,good,FAIL,8.6381,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\017.png,good,FAIL,6.585,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\018.png,good,FAIL,11.1684,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\019.png,good,FAIL,9.5643,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\020.png,good,FAIL,7.9588,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\021.png,good,FAIL,10.7889,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\022.png,good,FAIL,6.7926,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\023.png,good,FAIL,8.1764,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\024.png,good,FAIL,9.7929,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\026.png,good,FAIL,9.5745,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\027.png,good,FAIL,9.8116,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\028.png,good,FAIL,9.484,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\029.png,good,FAIL,9.8551,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\030.png,good,FAIL,8.5811,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\031.png,good,FAIL,9.0158,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\032.png,good,FAIL,12.6707,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\033.png,good,FAIL,7.4054,Cut
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\034.png,good,FAIL,9.1316,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\035.png,good,FAIL,9.0236,Crack
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\036.png,good,FAIL,7.4163,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\037.png,good,FAIL,8.6046,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\038.png,good,FAIL,8.545,Print
hazelnut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\hazelnut\test\good\039.png,good,FAIL,8.8002,Print
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\color\001.png,color,PASS,1.1458,None
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\fold\004.png,fold,PASS,1.1203,None
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\fold\014.png,fold,PASS,1.1445,None
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\glue\011.png,glue,PASS,1.1366,None
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\001.png,good,FAIL,1.5156,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\002.png,good,FAIL,1.1552,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\003.png,good,FAIL,1.5103,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\004.png,good,FAIL,1.6748,Glue
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\005.png,good,FAIL,1.2684,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\006.png,good,FAIL,1.6903,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\007.png,good,FAIL,1.2029,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\008.png,good,FAIL,1.4356,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\009.png,good,FAIL,1.5135,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\010.png,good,FAIL,1.3883,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\011.png,good,FAIL,1.5617,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\012.png,good,FAIL,1.2058,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\013.png,good,FAIL,1.4908,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\014.png,good,FAIL,1.2345,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\015.png,good,FAIL,1.2287,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\016.png,good,FAIL,1.3229,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\017.png,good,FAIL,1.3666,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\018.png,good,FAIL,1.1714,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\019.png,good,FAIL,1.41,Cut
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\020.png,good,FAIL,1.2153,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\023.png,good,FAIL,1.2883,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\024.png,good,FAIL,1.4685,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\025.png,good,FAIL,1.6619,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\027.png,good,FAIL,1.2817,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\028.png,good,FAIL,1.2595,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\029.png,good,FAIL,1.5934,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\030.png,good,FAIL,1.4431,Poke
leather,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\leather\test\good\031.png,good,FAIL,1.236,Poke
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\000.png,good,FAIL,7.2149,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\001.png,good,FAIL,5.9912,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\002.png,good,FAIL,6.6688,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\003.png,good,FAIL,6.2473,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\004.png,good,FAIL,7.2159,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\005.png,good,FAIL,8.2212,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\006.png,good,FAIL,6.7758,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\007.png,good,FAIL,5.8653,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\008.png,good,FAIL,6.3207,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\009.png,good,FAIL,6.2405,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\010.png,good,FAIL,5.652,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\011.png,good,FAIL,7.6431,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\012.png,good,FAIL,5.0752,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\013.png,good,FAIL,5.7777,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\014.png,good,FAIL,7.4734,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\015.png,good,FAIL,6.5369,Bent
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\016.png,good,FAIL,6.571,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\017.png,good,FAIL,8.0634,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\018.png,good,FAIL,6.6759,Scratch
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\019.png,good,FAIL,6.438,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\020.png,good,FAIL,6.2378,Color
metal_nut,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\metal_nut\test\good\021.png,good,FAIL,6.1396,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\contamination\000.png,contamination,PASS,4.7174,None
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\contamination\008.png,contamination,PASS,4.6402,None
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\contamination\018.png,contamination,PASS,4.8453,None
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\faulty_imprint\003.png,faulty_imprint,PASS,4.5191,None
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\000.png,good,FAIL,7.0527,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\001.png,good,FAIL,6.7927,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\002.png,good,FAIL,5.7131,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\003.png,good,FAIL,6.7643,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\004.png,good,FAIL,7.0124,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\005.png,good,FAIL,6.6038,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\006.png,good,FAIL,6.3429,Pill Type
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\007.png,good,FAIL,6.3549,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\008.png,good,FAIL,6.3814,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\009.png,good,FAIL,8.0813,Faulty Imprint
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\010.png,good,FAIL,7.7901,Pill Type
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\011.png,good,FAIL,7.0555,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\012.png,good,FAIL,8.2345,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\013.png,good,FAIL,9.1345,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\014.png,good,FAIL,6.1539,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\015.png,good,FAIL,7.2394,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\016.png,good,FAIL,6.3313,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\017.png,good,FAIL,6.8779,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\018.png,good,FAIL,5.786,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\019.png,good,FAIL,6.1875,Faulty Imprint
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\020.png,good,FAIL,6.0646,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\021.png,good,FAIL,6.6378,Pill Type
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\022.png,good,FAIL,6.7889,Pill Type
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\023.png,good,FAIL,5.3915,Pill Type
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\024.png,good,FAIL,6.685,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\good\025.png,good,FAIL,7.9241,Scratch
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\pill_type\000.png,pill_type,PASS,4.8073,None
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\pill_type\001.png,pill_type,PASS,4.5708,None
pill,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\pill\test\pill_type\006.png,pill_type,PASS,4.8561,None
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\000.png,good,FAIL,8.7596,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\001.png,good,FAIL,13.2512,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\002.png,good,FAIL,12.1016,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\003.png,good,FAIL,6.6263,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\004.png,good,FAIL,6.8939,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\005.png,good,FAIL,6.334,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\006.png,good,FAIL,13.8845,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\007.png,good,FAIL,7.6742,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\008.png,good,FAIL,13.4495,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\009.png,good,FAIL,11.4671,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\010.png,good,FAIL,14.8808,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\011.png,good,FAIL,12.166,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\012.png,good,FAIL,5.5405,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\013.png,good,FAIL,4.2332,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\014.png,good,FAIL,6.4733,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\015.png,good,FAIL,5.4466,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\016.png,good,FAIL,9.1972,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\017.png,good,FAIL,12.8313,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\018.png,good,FAIL,12.9428,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\019.png,good,FAIL,12.7525,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\020.png,good,FAIL,12.6986,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\021.png,good,FAIL,8.8899,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\022.png,good,FAIL,6.0121,Scratch Neck
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\023.png,good,FAIL,6.9153,Scratch Neck
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\024.png,good,FAIL,14.3585,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\025.png,good,FAIL,11.5964,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\026.png,good,FAIL,12.9885,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\027.png,good,FAIL,10.9033,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\028.png,good,FAIL,7.8425,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\029.png,good,FAIL,6.1762,Scratch Neck
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\030.png,good,FAIL,4.7641,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\031.png,good,FAIL,12.3844,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\032.png,good,FAIL,14.7045,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\033.png,good,FAIL,7.4737,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\034.png,good,FAIL,6.1702,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\035.png,good,FAIL,6.5462,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\036.png,good,FAIL,8.336,Scratch Head
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\037.png,good,FAIL,11.4238,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\038.png,good,FAIL,9.5337,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\039.png,good,FAIL,13.3467,Manipulated Front
screw,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\screw\test\good\040.png,good,FAIL,12.4978,Manipulated Front
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\glue_strip\013.png,glue_strip,PASS,1.1493,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\glue_strip\016.png,glue_strip,PASS,1.0541,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\001.png,good,FAIL,1.1982,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\003.png,good,FAIL,1.2272,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\004.png,good,FAIL,1.2025,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\006.png,good,FAIL,1.1825,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\008.png,good,FAIL,1.3219,Rough
